id,country,join_dt,device,group,spent,user_convertion
1005919,TUR,1/26/2023,,B,0,0
1010478,USA,1/31/2023,,B,0,0
1009978,DEU,1/26/2023,,B,0,0
1001299,DEU,1/30/2023,,B,0,0
1010625,USA,1/25/2023,A,B,116.4,1
1003796,BRA,1/25/2023,,A,0,0
1004188,USA,1/26/2023,,B,0,0
1008811,TUR,1/27/2023,,B,0,0
1000209,ESP,2/5/2023,,B,0,0
1009384,USA,1/28/2023,,B,0,0
1006698,GBR,1/25/2023,,A,0,0
1002812,TUR,1/25/2023,,B,0,0
1008206,MEX,1/27/2023,,A,0,0
1003076,GBR,2/3/2023,,A,0,0
1001496,MEX,1/28/2023,,B,0,0
1008673,MEX,2/2/2023,,A,0,0
1000730,USA,1/26/2023,,A,0,0
1010455,USA,2/5/2023,,A,0,0
1005811,BRA,1/30/2023,,A,0,0
1004646,MEX,1/26/2023,,B,0,0
1002050,USA,1/27/2023,,B,0,0
1011062,USA,1/25/2023,,B,0,0
1010518,FRA,1/26/2023,,B,0,0
1002653,GBR,1/26/2023,,B,0,0
1002063,BRA,1/25/2023,,A,0,0
1000171,USA,1/27/2023,,A,0,0
1006179,FRA,1/25/2023,,A,0,0
1005511,DEU,2/3/2023,,A,0,0
1001103,MEX,1/26/2023,,A,0,0
1002676,MEX,2/3/2023,,B,0,0
1005637,FRA,1/29/2023,,B,0,0
1009511,ESP,1/25/2023,,B,0,0
1000345,GBR,1/25/2023,,A,0,0
1010874,USA,1/28/2023,,A,0,0
1000119,BRA,1/29/2023,,B,0,0
1002866,USA,1/26/2023,,A,0,0
1008887,TUR,1/26/2023,,B,0,0
1004054,DEU,1/26/2023,,B,0,0
1006399,USA,1/25/2023,,B,0,0
1009201,USA,1/30/2023,A,A,157.13,1
1009116,USA,1/26/2023,,B,0,0
1003263,DEU,1/29/2023,,A,0,0
1009197,MEX,1/28/2023,,B,0,0
1003835,MEX,1/29/2023,,A,0,0
1004346,BRA,1/29/2023,,A,0,0
1004536,USA,1/26/2023,,B,0,0
1011239,MEX,2/1/2023,,A,0,0
1010521,USA,1/26/2023,,B,0,0
1009279,MEX,1/28/2023,,A,0,0
1003051,USA,1/29/2023,,A,0,0
1006336,DEU,1/26/2023,,B,0,0
1005457,MEX,1/27/2023,,B,0,0
1001201,BRA,1/26/2023,,A,0,0
1007775,FRA,1/28/2023,,B,0,0
1004789,USA,1/30/2023,,B,0,0
1009784,BRA,1/25/2023,,B,0,0
1001188,BRA,1/26/2023,,B,0,0
1003443,TUR,2/6/2023,,A,0,0
1003176,BRA,1/29/2023,,A,0,0
1000210,FRA,1/28/2023,,A,0,0
1008393,MEX,1/26/2023,,B,0,0
1004482,USA,1/26/2023,,B,0,0
1008447,MEX,2/4/2023,,B,0,0
1009983,BRA,2/3/2023,,B,0,0
1011252,TUR,1/25/2023,,A,0,0
1007736,USA,2/1/2023,,A,0,0
1003814,FRA,1/25/2023,,B,0,0
1001040,USA,1/26/2023,,B,0,0
1002193,USA,1/27/2023,,A,0,0
1009835,FRA,2/2/2023,,A,0,0
1001389,MEX,1/26/2023,,A,0,0
1003146,USA,1/25/2023,,B,0,0
1008742,USA,1/31/2023,,A,0,0
1007717,FRA,1/26/2023,,B,0,0
1009755,USA,1/26/2023,,B,0,0
1005946,MEX,1/25/2023,,B,0,0
1000421,MEX,2/6/2023,,A,0,0
1001471,FRA,1/25/2023,,B,0,0
1006872,CAN,1/26/2023,,B,0,0
1005633,BRA,1/25/2023,,B,0,0
1007318,FRA,1/25/2023,,B,0,0
1003109,BRA,1/25/2023,,B,0,0
1001542,AUS,1/25/2023,,B,0,0
1009473,MEX,1/28/2023,,B,0,0
1005719,GBR,1/31/2023,,A,0,0
1006459,TUR,1/29/2023,,A,0,0
1008714,USA,1/26/2023,,A,0,0
1007196,GBR,1/27/2023,,A,0,0
1001764,USA,1/30/2023,,B,0,0
1002924,USA,1/25/2023,,A,0,0
1009936,BRA,2/2/2023,,B,0,0
1007873,,1/27/2023,,A,0,0
1006592,FRA,1/27/2023,,A,0,0
1000545,USA,1/29/2023,,B,0,0
1002925,AUS,1/25/2023,,A,0,0
1005669,TUR,2/2/2023,,A,0,0
1001621,CAN,1/27/2023,,B,0,0
1009177,USA,2/5/2023,,A,0,0
1001274,USA,1/25/2023,,B,0,0
1007423,MEX,1/27/2023,,A,0,0
1007008,USA,1/26/2023,,B,0,0
1002019,MEX,1/25/2023,,A,0,0
1002489,USA,1/25/2023,,B,0,0
1009483,DEU,1/25/2023,,B,0,0
1006006,MEX,2/1/2023,,B,0,0
1005755,FRA,2/3/2023,,B,0,0
1000610,DEU,2/4/2023,,B,0,0
1002961,USA,2/6/2023,,A,0,0
1010409,FRA,1/26/2023,,A,0,0
1006045,MEX,2/1/2023,,A,0,0
1005624,FRA,1/25/2023,,A,0,0
1003550,CAN,1/25/2023,,A,0,0
1009032,ESP,2/3/2023,,A,0,0
1002434,MEX,1/25/2023,,B,0,0
1007674,USA,1/28/2023,A,B,86.18,1
1006830,USA,2/1/2023,A,B,8.81,1
1006433,USA,1/25/2023,,B,0,0
1002288,ESP,2/4/2023,,A,0,0
1007770,MEX,2/6/2023,,B,0,0
1011292,BRA,2/5/2023,,B,0,0
1009147,BRA,2/2/2023,,B,0,0
1011073,BRA,1/25/2023,,A,0,0
1000989,USA,1/26/2023,,B,0,0
1011389,USA,1/29/2023,,A,0,0
1007620,FRA,1/29/2023,,A,0,0
1006759,USA,1/26/2023,,A,0,0
1002165,GBR,1/26/2023,,A,0,0
1001118,BRA,1/28/2023,,A,0,0
1003132,BRA,1/29/2023,,B,0,0
1004516,FRA,1/28/2023,,A,0,0
1007139,GBR,1/25/2023,,B,0,0
1007217,USA,1/26/2023,,B,0,0
1004629,BRA,1/26/2023,,A,0,0
1003248,BRA,2/2/2023,A,B,59.93,1
1006428,AUS,1/30/2023,,B,0,0
1008207,BRA,2/3/2023,,B,0,0
1010596,BRA,1/26/2023,,A,0,0
1005044,DEU,1/29/2023,,B,0,0
1004666,CAN,1/25/2023,,A,0,0
1008173,MEX,2/3/2023,A,B,83.867478656875514,1
1001316,USA,1/28/2023,,A,0,0
1002239,USA,1/27/2023,,B,0,0
1010449,BRA,1/25/2023,,B,0,0
1006083,TUR,1/26/2023,,A,0,0
1002393,BRA,2/2/2023,,B,0,0
1001347,FRA,1/27/2023,,A,0,0
1001702,USA,1/27/2023,,A,0,0
1000601,USA,1/25/2023,A,A,10.79,1
1009124,BRA,2/2/2023,,B,0,0
1002795,USA,1/28/2023,,B,0,0
1008110,BRA,1/25/2023,,B,0,0
1004318,ESP,1/29/2023,,A,0,0
1009615,USA,1/25/2023,,A,0,0
1007545,TUR,1/28/2023,,A,0,0
1000527,BRA,1/31/2023,,B,0,0
1011344,MEX,1/25/2023,,A,0,0
1010252,USA,1/26/2023,,B,0,0
1009783,USA,1/28/2023,A,B,39.24,1
1008373,TUR,1/26/2023,,B,0,0
1000911,MEX,1/29/2023,,A,0,0
1003463,TUR,1/30/2023,,A,0,0
1009665,BRA,1/25/2023,,A,0,0
1008118,USA,1/30/2023,,B,0,0
1001265,USA,1/30/2023,,A,0,0
1008637,MEX,1/31/2023,,A,0,0
1001233,FRA,1/25/2023,,B,0,0
1011516,ESP,1/27/2023,,B,0,0
1009352,DEU,1/25/2023,,A,0,0
1005914,USA,1/26/2023,,A,0,0
1009350,USA,1/31/2023,,B,0,0
1003000,CAN,1/25/2023,,A,0,0
1005391,BRA,1/31/2023,A,A,54.11,1
1005387,CAN,1/28/2023,,A,0,0
1009765,GBR,1/27/2023,,B,0,0
1004549,ESP,1/25/2023,,B,0,0
1008261,,1/28/2023,,B,0,0
1010955,DEU,1/30/2023,,A,0,0
1011153,MEX,1/25/2023,,B,0,0
1002942,TUR,1/30/2023,,B,0,0
1011527,USA,1/25/2023,,B,0,0
1009094,AUS,1/27/2023,,B,0,0
1005035,BRA,1/26/2023,,B,0,0
1002811,DEU,2/2/2023,,B,0,0
1007559,GBR,2/1/2023,,B,0,0
1005551,MEX,1/26/2023,,A,0,0
1010624,ESP,1/30/2023,,A,0,0
1007343,,1/27/2023,,B,0,0
1003802,BRA,1/25/2023,A,B,38.98,1
1001195,DEU,2/5/2023,,A,0,0
1009002,USA,1/30/2023,,B,0,0
1000665,USA,1/25/2023,,B,0,0
1002481,USA,2/1/2023,,B,0,0
1008605,USA,1/25/2023,,B,0,0
1003037,TUR,1/26/2023,,B,0,0
1002338,,1/28/2023,,B,0,0
1010386,MEX,1/25/2023,,A,0,0
1009862,BRA,2/4/2023,,A,0,0
1004802,BRA,2/5/2023,,B,0,0
1010665,BRA,1/28/2023,,A,0,0
1007565,FRA,1/28/2023,,B,0,0
1006082,TUR,1/27/2023,,B,0,0
1011320,USA,1/29/2023,,A,0,0
1004979,MEX,1/25/2023,,A,0,0
1003636,AUS,1/26/2023,,A,0,0
1010644,BRA,1/25/2023,,B,0,0
1008213,,1/25/2023,,A,0,0
1006991,USA,1/28/2023,,A,0,0
1000486,DEU,1/25/2023,,B,0,0
1011014,BRA,1/26/2023,,B,0,0
1003012,BRA,1/25/2023,,B,0,0
1000362,FRA,1/27/2023,,A,0,0
1004966,BRA,2/1/2023,,A,0,0
1007968,USA,1/25/2023,,A,0,0
1008610,BRA,1/31/2023,,B,0,0
1011005,MEX,1/26/2023,,B,0,0
1005992,USA,2/6/2023,,B,0,0
1008060,BRA,1/27/2023,,B,0,0
1009972,AUS,2/2/2023,,A,0,0
1006040,USA,1/25/2023,,A,0,0
1007938,BRA,2/2/2023,,B,0,0
1002476,DEU,1/29/2023,,B,0,0
1009030,CAN,1/30/2023,,A,0,0
1008839,MEX,1/25/2023,,B,0,0
1003819,ESP,1/31/2023,,A,0,0
1000630,GBR,1/28/2023,,A,0,0
1005238,MEX,1/26/2023,,B,0,0
1002379,BRA,2/3/2023,,A,0,0
1001831,USA,2/4/2023,,B,0,0
1009435,TUR,1/28/2023,,B,0,0
1000618,BRA,1/26/2023,,B,0,0
1003976,DEU,2/5/2023,,B,0,0
1011246,USA,1/30/2023,,A,0,0
1011187,BRA,1/29/2023,,B,0,0
1004209,BRA,1/25/2023,,A,0,0
1006697,DEU,1/28/2023,,B,0,0
1002070,BRA,1/26/2023,I,A,49.39,1
1001080,DEU,2/2/2023,,B,0,0
1000282,MEX,2/4/2023,,B,0,0
1008257,TUR,1/30/2023,,A,0,0
1001146,CAN,1/30/2023,,B,0,0
1000008,BRA,2/5/2023,,A,0,0
1009367,GBR,1/25/2023,,B,0,0
1007325,USA,1/29/2023,,B,0,0
1005301,MEX,2/1/2023,,B,0,0
1003122,USA,1/28/2023,,A,0,0
1002578,DEU,1/30/2023,,B,0,0
1011450,USA,2/1/2023,,B,0,0
1001784,USA,1/26/2023,,B,0,0
1003767,BRA,1/26/2023,,B,0,0
1007509,GBR,2/1/2023,,A,0,0
1010016,BRA,2/3/2023,,A,0,0
1006877,USA,1/28/2023,A,B,37.16,1
1008458,USA,1/30/2023,,A,0,0
1009924,MEX,1/27/2023,,B,0,0
1002761,MEX,2/4/2023,,B,0,0
1009741,DEU,1/31/2023,,B,0,0
1006770,GBR,1/25/2023,,B,0,0
1005417,GBR,1/26/2023,,B,0,0
1001249,USA,1/28/2023,,B,0,0
1010024,MEX,1/25/2023,,A,0,0
1009891,TUR,1/25/2023,,B,0,0
1009138,MEX,1/25/2023,,B,0,0
1002844,USA,1/25/2023,,B,0,0
1011434,TUR,1/31/2023,,A,0,0
1002673,FRA,1/26/2023,,B,0,0
1001192,BRA,1/25/2023,,A,0,0
1010842,USA,1/28/2023,,A,0,0
1001241,GBR,1/28/2023,,A,0,0
1000806,TUR,1/25/2023,,B,0,0
1009702,USA,1/25/2023,,A,0,0
1007587,BRA,1/25/2023,,B,0,0
1001855,USA,1/25/2023,A,A,150.59368738651961,1
1010347,USA,1/27/2023,A,A,134.42,1
1010326,DEU,1/28/2023,,A,0,0
1001165,MEX,1/26/2023,,B,0,0
1011421,BRA,1/25/2023,,B,0,0
1005045,FRA,2/6/2023,A,B,119.72,1
1008682,MEX,1/25/2023,,A,0,0
1000317,FRA,1/27/2023,,B,0,0
1004267,MEX,1/26/2023,,B,0,0
1000963,DEU,1/30/2023,,B,0,0
1000631,BRA,2/1/2023,,B,0,0
1001516,MEX,1/26/2023,,A,0,0
1001461,BRA,1/29/2023,I,A,50.02,1
1005262,USA,1/25/2023,,A,0,0
1006410,USA,1/26/2023,,B,0,0
1002860,FRA,2/1/2023,,B,0,0
1003766,USA,1/28/2023,I,A,83.97,1
1003735,USA,1/25/2023,,B,0,0
1003629,DEU,1/26/2023,,A,0,0
1003053,GBR,1/27/2023,,A,0,0
1011495,USA,1/27/2023,,B,0,0
1007236,USA,1/28/2023,I,A,63.35,1
1000666,MEX,1/26/2023,,B,0,0
1010578,BRA,2/3/2023,,A,0,0
1007476,BRA,1/27/2023,,A,0,0
1001608,MEX,1/27/2023,,A,0,0
1008300,BRA,1/30/2023,,A,0,0
1005157,CAN,2/4/2023,,B,0,0
1006787,BRA,1/25/2023,,B,0,0
1010617,ESP,1/25/2023,,B,0,0
1008508,MEX,1/29/2023,,B,0,0
1002545,GBR,1/25/2023,,B,0,0
1010093,USA,2/1/2023,,A,0,0
1008094,BRA,1/27/2023,,A,0,0
1002182,DEU,1/29/2023,,A,0,0
1003105,USA,1/25/2023,A,A,74.87,1
1003455,MEX,1/25/2023,,B,0,0
1001875,USA,1/26/2023,,A,0,0
1010020,ESP,1/26/2023,,A,0,0
1002052,ESP,1/25/2023,,B,0,0
1009861,USA,2/1/2023,,B,0,0
1006653,TUR,1/30/2023,,B,0,0
1010510,CAN,2/2/2023,,A,0,0
1003846,CAN,1/30/2023,,B,0,0
1011402,TUR,1/25/2023,,A,0,0
1007297,MEX,1/29/2023,I,A,104.43,1
1002492,BRA,2/4/2023,A,A,188.92,1
1005920,USA,1/26/2023,,A,0,0
1000047,USA,1/26/2023,,A,0,0
1010694,GBR,1/25/2023,,A,0,0
1009432,TUR,1/25/2023,,A,0,0
1007690,BRA,2/3/2023,A,B,36.37,1
1007231,,1/27/2023,,A,0,0
1000874,TUR,1/26/2023,,B,0,0
1002369,USA,1/27/2023,,B,0,0
1011054,BRA,1/30/2023,,A,0,0
1000291,ESP,1/28/2023,,A,0,0
1011314,USA,1/25/2023,,B,0,0
1007226,USA,2/3/2023,,B,0,0
1005083,AUS,1/28/2023,,A,0,0
1010160,MEX,1/30/2023,,B,0,0
1009928,FRA,1/27/2023,,B,0,0
1006087,BRA,1/25/2023,,B,0,0
1003710,BRA,1/27/2023,,B,0,0
1008586,GBR,1/25/2023,,B,0,0
1008555,ESP,1/28/2023,,B,0,0
1008043,GBR,1/30/2023,,A,0,0
1007991,MEX,2/1/2023,,B,0,0
1006269,FRA,2/3/2023,,B,0,0
1005977,BRA,1/26/2023,,B,0,0
1004525,GBR,1/26/2023,,A,0,0
1010534,GBR,1/31/2023,,B,0,0
1005952,CAN,1/25/2023,,A,0,0
1009510,TUR,1/31/2023,,A,0,0
1011590,FRA,1/27/2023,,A,0,0
1009424,USA,1/25/2023,,B,0,0
1002813,GBR,1/28/2023,,A,0,0
1010489,USA,1/25/2023,,B,0,0
1007368,USA,1/27/2023,,A,0,0
1011038,TUR,2/5/2023,,B,0,0
1006745,GBR,1/25/2023,,B,0,0
1000476,MEX,2/1/2023,,B,0,0
1009650,MEX,2/6/2023,,A,0,0
1004068,TUR,1/25/2023,,A,0,0
1001912,MEX,1/27/2023,,A,0,0
1005838,FRA,2/2/2023,,B,0,0
1007038,ESP,1/31/2023,A,B,99.02,1
1002106,BRA,1/26/2023,,A,0,0
1005182,USA,1/25/2023,,B,0,0
1005360,BRA,1/25/2023,,A,0,0
1003813,USA,2/1/2023,,B,0,0
1000691,,2/1/2023,,B,0,0
1010647,MEX,1/25/2023,,A,0,0
1008062,USA,1/25/2023,,B,0,0
1001048,GBR,1/28/2023,,A,0,0
1003062,USA,2/3/2023,,A,0,0
1011351,BRA,1/26/2023,,B,0,0
1006406,USA,1/27/2023,,A,0,0
1010082,USA,1/25/2023,,B,0,0
1011565,,1/25/2023,,B,0,0
1002605,BRA,2/3/2023,,A,0,0
1003174,MEX,1/28/2023,I,A,187.52122870620465,1
1007520,USA,1/26/2023,,B,0,0
1001307,FRA,1/25/2023,,A,0,0
1006274,CAN,1/25/2023,,A,0,0
1004094,BRA,1/26/2023,,A,0,0
1000487,MEX,1/29/2023,,A,0,0
1004379,DEU,1/28/2023,,B,0,0
1004002,GBR,1/25/2023,,A,0,0
1000925,GBR,1/27/2023,,A,0,0
1009299,BRA,2/3/2023,,B,0,0
1002022,BRA,1/26/2023,,A,0,0
1005795,MEX,1/25/2023,,B,0,0
1002027,FRA,1/25/2023,,B,0,0
1011219,TUR,1/30/2023,,B,0,0
1009027,BRA,1/25/2023,,A,0,0
1002726,BRA,1/27/2023,,B,0,0
1007199,BRA,1/31/2023,,A,0,0
1006243,BRA,1/25/2023,,B,0,0
1011380,FRA,1/31/2023,,B,0,0
1003129,BRA,1/25/2023,,B,0,0
1007626,USA,1/26/2023,,A,0,0
1007430,USA,1/26/2023,,A,0,0
1003807,USA,2/3/2023,,A,0,0
1009544,TUR,1/30/2023,,B,0,0
1004883,BRA,1/25/2023,,A,0,0
1000978,BRA,2/1/2023,,B,0,0
1001949,BRA,1/25/2023,A,B,74.71,1
1008640,USA,2/5/2023,,A,0,0
1008747,FRA,1/26/2023,,A,0,0
1000808,,2/3/2023,,B,0,0
1007943,USA,2/2/2023,,A,0,0
1004556,TUR,1/25/2023,,A,0,0
1000002,FRA,2/1/2023,,A,0,0
1007918,USA,1/27/2023,,A,0,0
1006218,GBR,1/26/2023,,A,0,0
1001885,BRA,1/30/2023,,B,0,0
1010210,BRA,1/28/2023,,B,0,0
1001937,USA,1/26/2023,,B,0,0
1000300,MEX,1/26/2023,,A,0,0
1008284,BRA,1/27/2023,,B,0,0
1010543,USA,1/26/2023,,B,0,0
1009065,DEU,1/26/2023,A,A,102.57,1
1009485,BRA,1/29/2023,,A,0,0
1005911,BRA,1/25/2023,,B,0,0
1001699,DEU,1/30/2023,,A,0,0
1009666,BRA,1/26/2023,,A,0,0
1011075,BRA,1/25/2023,,A,0,0
1010211,USA,1/28/2023,,A,0,0
1010103,MEX,1/25/2023,,B,0,0
1009037,DEU,2/4/2023,,B,0,0
1007514,FRA,1/27/2023,,B,0,0
1003230,BRA,1/27/2023,,B,0,0
1009820,USA,1/28/2023,,B,0,0
1000516,MEX,1/25/2023,,A,0,0
1007411,MEX,2/5/2023,,A,0,0
1001006,USA,2/2/2023,,B,0,0
1009277,BRA,1/26/2023,,B,0,0
1007889,GBR,1/27/2023,,A,0,0
1005779,TUR,1/26/2023,,B,0,0
1010401,TUR,1/25/2023,,A,0,0
1002593,USA,1/25/2023,,B,0,0
1001956,DEU,1/25/2023,,A,0,0
1000385,DEU,1/26/2023,,A,0,0
1008607,DEU,1/26/2023,,A,0,0
1000897,TUR,1/29/2023,,B,0,0
1010977,MEX,2/5/2023,,A,0,0
1009423,BRA,1/25/2023,,A,0,0
1004846,USA,2/5/2023,,B,0,0
1007304,DEU,1/25/2023,,A,0,0
1006702,BRA,1/31/2023,,B,0,0
1002998,USA,1/25/2023,A,A,71.48,1
1007336,DEU,1/30/2023,,A,0,0
1005870,USA,1/31/2023,,A,0,0
1000828,USA,1/26/2023,,A,0,0
1005438,GBR,1/27/2023,,B,0,0
1005253,USA,1/27/2023,,A,0,0
1003392,GBR,1/31/2023,,B,0,0
1005980,GBR,1/25/2023,,A,0,0
1003688,ESP,1/26/2023,,A,0,0
1002555,USA,1/28/2023,,A,0,0
1009050,GBR,1/26/2023,,A,0,0
1002095,BRA,1/28/2023,,A,0,0
1004583,USA,1/30/2023,,B,0,0
1004193,BRA,2/1/2023,,A,0,0
1011428,BRA,2/4/2023,,A,0,0
1003777,BRA,1/27/2023,,B,0,0
1001138,USA,1/25/2023,,B,0,0
1010265,BRA,1/25/2023,,A,0,0
1002873,DEU,2/1/2023,I,B,92.72,1
1000511,GBR,1/25/2023,,B,0,0
1011592,USA,2/1/2023,,A,0,0
1000169,USA,1/26/2023,,A,0,0
1009105,BRA,1/25/2023,I,A,158.77,1
1006845,MEX,2/3/2023,,A,0,0
1011398,USA,1/25/2023,,A,0,0
1009461,CAN,1/27/2023,,B,0,0
1000946,USA,1/31/2023,,A,0,0
1003790,MEX,2/4/2023,,B,0,0
1008355,DEU,1/29/2023,,B,0,0
1006939,DEU,2/4/2023,,B,0,0
1007811,USA,1/25/2023,,B,0,0
1008003,USA,1/27/2023,,B,0,0
1004499,MEX,1/27/2023,,B,0,0
1004444,USA,1/26/2023,I,B,52.6,1
1008446,BRA,1/26/2023,,B,0,0
1007924,DEU,1/25/2023,,A,0,0
1007910,USA,1/25/2023,,A,0,0
1003898,USA,1/28/2023,,B,0,0
1001472,TUR,1/25/2023,,A,0,0
1001424,FRA,1/26/2023,A,B,69.73,1
1004410,GBR,2/1/2023,,B,0,0
1009272,TUR,1/25/2023,,A,0,0
1005924,DEU,1/27/2023,,B,0,0
1006687,BRA,1/25/2023,,A,0,0
1000945,ESP,2/1/2023,I,A,41.06,1
1005277,DEU,1/28/2023,,B,0,0
1009455,USA,1/25/2023,,A,0,0
1004352,MEX,1/30/2023,,A,0,0
1006963,USA,1/25/2023,,A,0,0
1006887,FRA,1/25/2023,,A,0,0
1009246,ESP,1/26/2023,,B,0,0
1007502,DEU,1/26/2023,A,A,156.73,1
1007317,BRA,1/26/2023,,B,0,0
1008772,BRA,2/1/2023,,B,0,0
1007083,GBR,1/26/2023,,B,0,0
1004672,BRA,2/5/2023,,B,0,0
1006473,BRA,1/30/2023,,A,0,0
1002896,GBR,2/3/2023,,A,0,0
1005783,USA,1/25/2023,,B,0,0
1005351,BRA,1/26/2023,,A,0,0
1002486,BRA,1/29/2023,,B,0,0
1009408,BRA,1/28/2023,,B,0,0
1007972,USA,2/4/2023,,A,0,0
1009793,USA,2/6/2023,,A,0,0
1005599,USA,1/30/2023,,B,0,0
1002903,BRA,1/26/2023,,A,0,0
1005715,TUR,2/1/2023,,B,0,0
1009503,TUR,2/1/2023,,A,0,0
1005606,TUR,1/26/2023,,B,0,0
1000625,MEX,1/25/2023,,A,0,0
1008882,ESP,1/27/2023,,A,0,0
1010600,MEX,1/25/2023,,B,0,0
1010573,MEX,1/31/2023,,A,0,0
1001250,USA,2/3/2023,,A,0,0
1003131,AUS,1/26/2023,,B,0,0
1000162,BRA,1/27/2023,A,A,52.92,1
1011388,BRA,1/29/2023,,B,0,0
1004091,BRA,2/4/2023,,A,0,0
1000183,MEX,1/27/2023,,B,0,0
1008814,MEX,1/26/2023,,A,0,0
1008274,CAN,1/25/2023,A,A,63.88,1
1005493,BRA,1/31/2023,,A,0,0
1004615,BRA,2/3/2023,,A,0,0
1010431,USA,2/4/2023,,A,0,0
1010217,USA,1/27/2023,,A,0,0
1007883,MEX,2/6/2023,,B,0,0
1008847,USA,1/26/2023,,A,0,0
1010790,BRA,1/25/2023,,A,0,0
1006480,BRA,2/6/2023,,A,0,0
1009763,TUR,1/27/2023,,B,0,0
1002029,USA,1/25/2023,,B,0,0
1006372,DEU,1/25/2023,,B,0,0
1005626,MEX,1/25/2023,,B,0,0
1006299,TUR,1/26/2023,,A,0,0
1008823,BRA,1/28/2023,,A,0,0
1006451,USA,1/27/2023,,B,0,0
1001594,USA,1/27/2023,,A,0,0
1009694,BRA,2/5/2023,,B,0,0
1011132,FRA,1/29/2023,,A,0,0
